Action,Brand Domain,Channel,Confident,Conversation ID,Created Date,Id,Input Conversation,Intent to annotate to,Matched Intent,Remarks,actual_domain,Remarks.1,created_date,intent_i_utterances,Intent_1,Intent_1_confidence,Domain_1,Intent_2,Domain_2,Intent_3,Domain_3,Intent_4,Domain_4,Intent_5,Domain_5,intent_0,confidence_0,domain_0,intent_1,confidence_1,domain_1,intent_2,confidence_2,domain_2,intent_3,domain_3,confidence_3,domain_4,confidence_4,intent_4,confidence_5,intent_5,domain_5,confidence_6,intent_6,domain_6,confidence_7,intent_7,domain_7,confidence_8,intent_8,domain_8,confidence_9,domain_9,intent_9,confidence_10,domain_10,intent_10,domain_11,intent_11,confidence_11,intent_12,confidence_12,domain_12,intent_13,confidence_13,domain_13,intent_14,confidence_14,domain_14,intent_15,domain_15,confidence_15,domain_16,intent_16,confidence_16,confidence_17,intent_17,domain_17
None,IRIS,TEAMS,None,30574350-3df1-11eb-81a4-3f0a3184317b,2020-12-14 17:46:00,276626,sign in to webex,applications_systems.apply_account_or_access,Unknown,"[{""intent"":""applications_systems.apply_account_or_access"",""confidence"":0.37893688678741455,""domain"":""IRIS""},{""intent"":""applications_systems.admin_signature_inquiry_system_asis"",""confidence"":0.24303041398525238,""domain"":""IRIS""},{""intent"":""people_hub.dbs_people_hub"",""confidence"":0.3424921929836273,""domain"":""HIRI""},{""intent"":""internal_mobility.developing_my_career_in_dbs"",""confidence"":0.20700760185718536,""domain"":""HIRI""},{""intent"":""controlroom.lcs_all_pippolicy "",""confidence"":0.1692044585943222,""domain"":""LCS""},{""intent"":""computer.photo_viewer"",""confidence"":0.07773911952972412,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_deliverables"",""confidence"":0.2826780676841736,""domain"":""GORM""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_description"",""confidence"":0.2734219431877136,""domain"":""GORM""},{""intent"":""sanctions.lcs_sanctions_sanctions_laws_ofac_apply_license"",""confidence"":0.09542465955018997,""domain"":""LCS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogr_ki"",""confidence"":0.16805371642112732,""domain"":""GORM""},{""intent"":""cicd.easre_all_cicd_qry_sonarqube_faqs_1_0"",""confidence"":0.16200175881385803,""domain"":""EASRE""},{""intent"":""controlroom.lcs_all_pip_preclearance"",""confidence"":0.0724717527627945,""domain"":""LCS""},{""intent"":""onboarding.onboarding"",""confidence"":0.07228614389896393,""domain"":""HIRI""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.12706029415130615,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.117931067943573,""domain"":""EASRE""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,applications_systems.apply_account_or_access,0.37893688678741455,IRIS,applications_systems.admin_signature_inquiry_system_asis,0.24303041398525238,IRIS,people_hub.dbs_people_hub,0.3424921929836273,HIRI,internal_mobility.developing_my_career_in_dbs,HIRI,0.20700760185718536,LCS,0.1692044585943222,controlroom.lcs_all_pippolicy ,0.07773911952972412,computer.photo_viewer,IRIS,0.2826780676841736,outsourcingriskmanagement.gorm_all_qry_sdm_deliverables,GORM,0.2734219431877136,outsourcingriskmanagement.gorm_all_qry_ogrprofile_description,GORM,0.09542465955018997,sanctions.lcs_sanctions_sanctions_laws_ofac_apply_license,LCS,0.16805371642112732,GORM,outsourcingriskmanagement.gorm_all_qry_ogr_ki,0.16200175881385803,EASRE,cicd.easre_all_cicd_qry_sonarqube_faqs_1_0,LCS,controlroom.lcs_all_pip_preclearance,0.0724717527627945,onboarding.onboarding,0.07228614389896393,HIRI,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.12706029415130615,EASRE,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,0.117931067943573,EASRE,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,f15268c0-3def-11eb-ab9e-657f50fc6d50,2020-12-14 17:37:00,276615,Microsoft teams stuck in login loop after resetting the password?,applications_systems.issue_with_application,Unknown,"[{""intent"":""access_management.cannot_access_after_password_reset"",""confidence"":0.3513945937156677,""domain"":""IRIS""},{""intent"":""applications_systems.issue_with_application"",""confidence"":0.14961308240890503,""domain"":""IRIS""},{""intent"":""iprivileges.how_to_participate_in_dbs_staff_promotion"",""confidence"":0.6387806534767151,""domain"":""HIRI""},{""intent"":""mobility_suite.unable_to_log_in_mobile_ms_teams_after_1bank_password_reset"",""confidence"":0.10260140895843506,""domain"":""IRIS""},{""intent"":""investigations.lcs_investigations_sex_for_credit_scam_reporting"",""confidence"":0.2511512339115143,""domain"":""LCS""},{""intent"":""investigations.lcs_investigations_lucky_draw_scam_reporting"",""confidence"":0.18761424720287323,""domain"":""LCS""},{""intent"":""investigations.lcs_investigations_love_scam_reporting"",""confidence"":0.0958203673362732,""domain"":""LCS""},{""intent"":""shares.eligibility_criteria_for_ishares"",""confidence"":0.07704278081655502,""domain"":""HIRI""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.21829935908317566,""domain"":""EASRE""},{""intent"":""compensation.how_is_salary_increase_budget_determined"",""confidence"":0.043059926480054855,""domain"":""HIRI""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.1039862409234047,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_sonarqube_faqs_1_0"",""confidence"":0.08373308926820755,""domain"":""EASRE""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,access_management.cannot_access_after_password_reset,0.3513945937156677,IRIS,applications_systems.issue_with_application,0.14961308240890503,IRIS,iprivileges.how_to_participate_in_dbs_staff_promotion,0.6387806534767151,HIRI,mobility_suite.unable_to_log_in_mobile_ms_teams_after_1bank_password_reset,IRIS,0.10260140895843506,LCS,0.2511512339115143,investigations.lcs_investigations_sex_for_credit_scam_reporting,0.18761424720287323,investigations.lcs_investigations_lucky_draw_scam_reporting,LCS,0.0958203673362732,investigations.lcs_investigations_love_scam_reporting,LCS,0.07704278081655502,shares.eligibility_criteria_for_ishares,HIRI,0.21829935908317566,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,EASRE,0.043059926480054855,HIRI,compensation.how_is_salary_increase_budget_determined,0.1039862409234047,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,EASRE,cicd.easre_all_cicd_qry_sonarqube_faqs_1_0,0.08373308926820755,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,2f084201-3dd9-11eb-9d9a-8f0a08183ebc,2020-12-14 14:54:00,276224,cyber secure,access_management.cybersecure_installation_guide,Unknown,"[{""intent"":""access_management.cybersecure_installation_guide"",""confidence"":0.33323052525520325,""domain"":""IRIS""},{""intent"":""access_management.user_access_management_system_uams"",""confidence"":0.26449665427207947,""domain"":""IRIS""},{""intent"":""cybersecurity.symantec_support_contact_point"",""confidence"":0.14862915873527527,""domain"":""IRIS""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,access_management.cybersecure_installation_guide,0.33323052525520325,IRIS,access_management.user_access_management_system_uams,0.26449665427207947,IRIS,cybersecurity.symantec_support_contact_point,0.14862915873527527,IRIS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,e64522e0-3dce-11eb-9563-6de2c93abfb2,2020-12-14 13:46:00,275984,DBS cybersecureshows failed to set up error code 40207,access_management.troubleshoot_cybersecure,Unknown,"[{""intent"":""training.cannot_launch_e-learning"",""confidence"":0.34058651328086853,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.21323814988136292,""domain"":""GSMC""},{""intent"":""errorbudget.easre_all_sre_qry_information_errorbudget_1_0"",""confidence"":0.35037869215011597,""domain"":""EASRE""},{""intent"":""mobility_suite.uem_error_message_failed_pass_code_attempt"",""confidence"":0.20711801946163177,""domain"":""IRIS""},{""intent"":""medical.i_cannot_find_the_clinic_name_from_the_dropdown_list_"",""confidence"":0.150203675031662,""domain"":""HIRI""},{""intent"":""investigations.lcs_investigations_common_misconception"",""confidence"":0.38619616627693176,""domain"":""LCS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_deliverables"",""confidence"":0.11601514369249344,""domain"":""GSMC""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment"",""confidence"":0.11439785361289978,""domain"":""GSMC""},{""intent"":""cicd.easre_all_cicd_qry_sonarqube_faqs_1_0"",""confidence"":0.2552647590637207,""domain"":""EASRE""},{""intent"":""people_hub.how_to_submit_outside_appointment_in_people_hub"",""confidence"":0.12235142290592194,""domain"":""HIRI""},{""intent"":""computer.browser_hangs_not_responding"",""confidence"":0.13883014023303986,""domain"":""IRIS""},{""intent"":""voice_services.office_phone_or_voice_related_issue"",""confidence"":0.10827261209487915,""domain"":""IRIS""},{""intent"":""cicd.easre_all_cicd_qry_dependancy_issues_1_0"",""confidence"":0.11340737342834473,""domain"":""EASRE""},{""intent"":""controlroom.lcs_all_cannotsubmitpipapplication"",""confidence"":0.13635225594043732,""domain"":""LCS""},{""intent"":""investigations.lcs_investigations_phishing_scam_definition"",""confidence"":0.07629026472568512,""domain"":""LCS""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,training.cannot_launch_e-learning,0.34058651328086853,HIRI,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,0.21323814988136292,GSMC,errorbudget.easre_all_sre_qry_information_errorbudget_1_0,0.35037869215011597,EASRE,mobility_suite.uem_error_message_failed_pass_code_attempt,IRIS,0.20711801946163177,HIRI,0.150203675031662,medical.i_cannot_find_the_clinic_name_from_the_dropdown_list_,0.38619616627693176,investigations.lcs_investigations_common_misconception,LCS,0.11601514369249344,outsourcingriskmanagement.gorm_all_qry_sdm_deliverables,GSMC,0.11439785361289978,outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment,GSMC,0.2552647590637207,cicd.easre_all_cicd_qry_sonarqube_faqs_1_0,EASRE,0.12235142290592194,HIRI,people_hub.how_to_submit_outside_appointment_in_people_hub,0.13883014023303986,IRIS,computer.browser_hangs_not_responding,IRIS,voice_services.office_phone_or_voice_related_issue,0.10827261209487915,cicd.easre_all_cicd_qry_dependancy_issues_1_0,0.11340737342834473,EASRE,controlroom.lcs_all_cannotsubmitpipapplication,0.13635225594043732,LCS,investigations.lcs_investigations_phishing_scam_definition,0.07629026472568512,LCS,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,18d8cbb0-3db8-11eb-ab9e-657f50fc6d50,2020-12-14 11:01:00,275442,microsoft teams mobile unable to connect to internet,applications_systems.issue_with_application,Unknown,"[{""intent"":""applications_systems.issue_with_application"",""confidence"":0.3704896867275238,""domain"":""IRIS""},{""intent"":""mobility_suite.how_to_get_microsoft_teams_on_mobile"",""confidence"":0.35255634784698486,""domain"":""IRIS""},{""intent"":""microsoft_office_365.user_guide_for_microsoft_teams"",""confidence"":0.06371168792247772,""domain"":""IRIS""},{""intent"":""investigations.lcs_investigations_impersonation_scam_definition"",""confidence"":0.3484090268611908,""domain"":""LCS""},{""intent"":""people_hub.how_to_update_contact_info_in_people_hub"",""confidence"":0.212690532207489,""domain"":""HIRI""},{""intent"":""people_hub.how_to_update_national_id_or_government_id_in_people_hub"",""confidence"":0.15660114586353302,""domain"":""HIRI""},{""intent"":""staff_info_update.update_contact_info_and_address"",""confidence"":0.13070285320281982,""domain"":""HIRI""},{""intent"":""investigations.lcs_investigations_impersonation_scam_reporting"",""confidence"":0.1614820808172226,""domain"":""LCS""},{""intent"":""investigations.lcs_investigations_love_scam_definition"",""confidence"":0.08834707736968994,""domain"":""LCS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.1578565239906311,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.12237980961799622,""domain"":""EASRE""},{""intent"":""chaosengineering.easre_all_sre_qry_information_wreckoon_1_0"",""confidence"":0.11889758706092834,""domain"":""EASRE""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,applications_systems.issue_with_application,0.3704896867275238,IRIS,mobility_suite.how_to_get_microsoft_teams_on_mobile,0.35255634784698486,IRIS,microsoft_office_365.user_guide_for_microsoft_teams,0.06371168792247772,IRIS,investigations.lcs_investigations_impersonation_scam_definition,LCS,0.3484090268611908,HIRI,0.212690532207489,people_hub.how_to_update_contact_info_in_people_hub,0.15660114586353302,people_hub.how_to_update_national_id_or_government_id_in_people_hub,HIRI,0.13070285320281982,staff_info_update.update_contact_info_and_address,HIRI,0.1614820808172226,investigations.lcs_investigations_impersonation_scam_reporting,LCS,0.08834707736968994,investigations.lcs_investigations_love_scam_definition,LCS,0.1578565239906311,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.12237980961799622,EASRE,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,EASRE,chaosengineering.easre_all_sre_qry_information_wreckoon_1_0,0.11889758706092834,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,446034f1-3db6-11eb-b71b-9bf983f829a8,2020-12-14 10:44:00,275373,How to configure Microsoft Teams in Iphone for dbs account,microsoft_office_365.install_ms_teams,Unknown,"[{""intent"":""microsoft_office_365.user_guide_for_microsoft_teams"",""confidence"":0.26256829500198364,""domain"":""IRIS""},{""intent"":""mobility_suite.how_to_get_microsoft_teams_on_mobile"",""confidence"":0.217825248837471,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_description"",""confidence"":0.2484637349843979,""domain"":""GSMC""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit"",""confidence"":0.1850772202014923,""domain"":""GSMC""},{""intent"":""onboarding.login_access_to_taleo"",""confidence"":0.24455493688583374,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment"",""confidence"":0.13317452371120453,""domain"":""GSMC""},{""intent"":""iprivileges.how_to_apply_for_staff_banking_privileges"",""confidence"":0.23226414620876312,""domain"":""HIRI""},{""intent"":""investigations.lcs_investigations_lucky_draw_scam_reporting"",""confidence"":0.3364531397819519,""domain"":""LCS""},{""intent"":""microsoft_office_365.import_o365_groups_into_teams"",""confidence"":0.06743839383125305,""domain"":""IRIS""},{""intent"":""iprivileges.what_are_the_preferential_interest_rates_for_employees"",""confidence"":0.10700835287570953,""domain"":""HIRI""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.13618305325508118,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.13425418734550476,""domain"":""EASRE""},{""intent"":""investigations.lcs_investigations_impersonation_scam_reporting"",""confidence"":0.13116946816444397,""domain"":""LCS""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.11858712881803513,""domain"":""EASRE""},{""intent"":""investigations.lcs_investigations_reporting_unauthorised_transactions"",""confidence"":0.09849731624126434,""domain"":""LCS""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,microsoft_office_365.user_guide_for_microsoft_teams,0.26256829500198364,IRIS,mobility_suite.how_to_get_microsoft_teams_on_mobile,0.217825248837471,IRIS,outsourcingriskmanagement.gorm_all_qry_ogrprofile_description,0.2484637349843979,GSMC,outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit,GSMC,0.1850772202014923,HIRI,0.24455493688583374,onboarding.login_access_to_taleo,0.13317452371120453,outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment,GSMC,0.23226414620876312,iprivileges.how_to_apply_for_staff_banking_privileges,HIRI,0.3364531397819519,investigations.lcs_investigations_lucky_draw_scam_reporting,LCS,0.06743839383125305,microsoft_office_365.import_o365_groups_into_teams,IRIS,0.10700835287570953,HIRI,iprivileges.what_are_the_preferential_interest_rates_for_employees,0.13618305325508118,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,EASRE,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,0.13425418734550476,investigations.lcs_investigations_impersonation_scam_reporting,0.13116946816444397,LCS,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,0.11858712881803513,EASRE,investigations.lcs_investigations_reporting_unauthorised_transactions,0.09849731624126434,LCS,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,b94f3550-3dab-11eb-b75d-d3f886918a0e,2020-12-14 09:34:00,275036,blackberry connectivity,mobility_suite.blackberry_connectivity_app_is_not_installing,Unknown,"[{""intent"":""mobility_suite.blackberry_connectivity_app_is_not_installing"",""confidence"":0.3377755880355835,""domain"":""IRIS""},{""intent"":""access_management.vpn_username"",""confidence"":0.3352822959423065,""domain"":""IRIS""},{""intent"":""mobility_suite.blackberry_work_troubleshooting"",""confidence"":0.12659430503845215,""domain"":""IRIS""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,mobility_suite.blackberry_connectivity_app_is_not_installing,0.3377755880355835,IRIS,access_management.vpn_username,0.3352822959423065,IRIS,mobility_suite.blackberry_work_troubleshooting,0.12659430503845215,IRIS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,b94f3550-3dab-11eb-b75d-d3f886918a0e,2020-12-14 09:28:00,274994,blackberry connectivity,mobility_suite.blackberry_connectivity_app_is_not_installing,Unknown,"[{""intent"":""mobility_suite.blackberry_connectivity_app_is_not_installing"",""confidence"":0.3377755880355835,""domain"":""IRIS""},{""intent"":""access_management.vpn_username"",""confidence"":0.3352822959423065,""domain"":""IRIS""},{""intent"":""mobility_suite.blackberry_work_troubleshooting"",""confidence"":0.12659430503845215,""domain"":""IRIS""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,mobility_suite.blackberry_connectivity_app_is_not_installing,0.3377755880355835,IRIS,access_management.vpn_username,0.3352822959423065,IRIS,mobility_suite.blackberry_work_troubleshooting,0.12659430503845215,IRIS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,256569f0-3daa-11eb-b425-5f795599b79f,2020-12-14 09:19:00,274920,I cannot log in VPN after restarting my computer,access_management.troubleshoot_cybersecure,Unknown,"[{""intent"":""network.cisco_anyconnect_slow"",""confidence"":0.22347597777843475,""domain"":""IRIS""},{""intent"":""network.cisco_anyconnect_login_guide"",""confidence"":0.2199861705303192,""domain"":""IRIS""},{""intent"":""fcssaml.lcs_sg_advisory_source_of_wealth"",""confidence"":0.2582830786705017,""domain"":""LCS""},{""intent"":""investigations.lcs_investigations_common_misconception"",""confidence"":0.24581438302993774,""domain"":""LCS""},{""intent"":""access_management.cannot_access_after_password_reset"",""confidence"":0.1363624781370163,""domain"":""IRIS""},{""intent"":""onboarding.letter_of_appointment"",""confidence"":0.1367659866809845,""domain"":""HIRI""},{""intent"":""training.cannot_launch_e-learning"",""confidence"":0.11041882634162903,""domain"":""HIRI""},{""intent"":""staff_info_update.how_can_i_update_my_singapore_permanent_resident_spr_status"",""confidence"":0.0804353579878807,""domain"":""HIRI""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.18913857638835907,""domain"":""EASRE""},{""intent"":""dpo.lcs_sg_dpo_pdpa_definition"",""confidence"":0.07878394424915314,""domain"":""LCS""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.13078588247299194,""domain"":""EASRE""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.12532487511634827,""domain"":""EASRE""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,network.cisco_anyconnect_slow,0.22347597777843475,IRIS,network.cisco_anyconnect_login_guide,0.2199861705303192,IRIS,fcssaml.lcs_sg_advisory_source_of_wealth,0.2582830786705017,LCS,investigations.lcs_investigations_common_misconception,LCS,0.24581438302993774,IRIS,0.1363624781370163,access_management.cannot_access_after_password_reset,0.1367659866809845,onboarding.letter_of_appointment,HIRI,0.11041882634162903,training.cannot_launch_e-learning,HIRI,0.0804353579878807,staff_info_update.how_can_i_update_my_singapore_permanent_resident_spr_status,HIRI,0.18913857638835907,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,EASRE,0.07878394424915314,LCS,dpo.lcs_sg_dpo_pdpa_definition,0.13078588247299194,EASRE,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.12532487511634827,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,IRIS,TEAMS,None,3f4f3be0-3d99-11eb-b71b-9bf983f829a8,2020-12-14 07:19:00,274687,"i would like to access email on the mobile phone. i hve download BlackBerry via Playstore. How to apply 'Activation Password""? thks.",mobility_suite.blackberry_work_access_key_generation,Unknown,"[{""intent"":""mobility_suite.failed_blackberry_work_installation_due_to_network"",""confidence"":0.2636141777038574,""domain"":""IRIS""},{""intent"":""investigations.lcs_investigations_sex_for_credit_scam_reporting"",""confidence"":0.5809769630432129,""domain"":""LCS""},{""intent"":""mobility_suite.blackberry_work_troubleshooting"",""confidence"":0.1777300238609314,""domain"":""IRIS""},{""intent"":""mobility_suite.mobile_email"",""confidence"":0.1493223011493683,""domain"":""IRIS""},{""intent"":""performance_and_development.request_for_a_performance_discussion_with_my_manager"",""confidence"":0.16149409115314484,""domain"":""HIRI""},{""intent"":""performance_and_development.how_to_add_or_edit_my_goals"",""confidence"":0.15810129046440125,""domain"":""HIRI""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.2133103609085083,""domain"":""EASRE""},{""intent"":""performance_and_development.how_to_send_back_goals_to_my_staff"",""confidence"":0.12729622423648834,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.33934152126312256,""domain"":""GORM""},{""intent"":""chaosengineering.easre_all_sre_qry_information_wreckoon_1_0"",""confidence"":0.09271325170993805,""domain"":""EASRE""},{""intent"":""investigations.lcs_investigations_love_scam_reporting"",""confidence"":0.07448824495077133,""domain"":""LCS""},{""intent"":""bolt.easre_all_checkstatus_qry_boltrequestraagentdeployment_1_0"",""confidence"":0.0845019593834877,""domain"":""EASRE""},{""intent"":""investigations.lcs_investigations_sex_for_credit_scam_definition"",""confidence"":0.05453924089670181,""domain"":""LCS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovider"",""confidence"":0.09616296738386154,""domain"":""GORM""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment"",""confidence"":0.09577222168445587,""domain"":""GORM""}]",iris,None,2020-12-14,True,None,None,None,None,None,None,None,None,None,None,None,mobility_suite.failed_blackberry_work_installation_due_to_network,0.2636141777038574,IRIS,investigations.lcs_investigations_sex_for_credit_scam_reporting,0.5809769630432129,LCS,mobility_suite.blackberry_work_troubleshooting,0.1777300238609314,IRIS,mobility_suite.mobile_email,IRIS,0.1493223011493683,HIRI,0.16149409115314484,performance_and_development.request_for_a_performance_discussion_with_my_manager,0.15810129046440125,performance_and_development.how_to_add_or_edit_my_goals,HIRI,0.2133103609085083,bolt.easre_all_bolt_qry_informationonbolt_1_0,EASRE,0.12729622423648834,performance_and_development.how_to_send_back_goals_to_my_staff,HIRI,0.33934152126312256,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,GORM,0.09271325170993805,EASRE,chaosengineering.easre_all_sre_qry_information_wreckoon_1_0,0.07448824495077133,LCS,investigations.lcs_investigations_love_scam_reporting,EASRE,bolt.easre_all_checkstatus_qry_boltrequestraagentdeployment_1_0,0.0845019593834877,investigations.lcs_investigations_sex_for_credit_scam_definition,0.05453924089670181,LCS,outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovider,0.09616296738386154,GORM,outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment,0.09577222168445587,GORM,None,None,None,None,None,None,None,None,None
