,utterance,pred_idx,pred_values
893,star mobility,150,leave.leave_guidelines
894,change share contribution,150,leave.leave_guidelines
895,share purchase,150,leave.leave_guidelines
896,birthday benefit,150,leave.leave_guidelines
897,owns,150,leave.leave_guidelines
898,carry forward,150,leave.leave_guidelines
899,employee rank,150,leave.leave_guidelines
900,activate access app,150,leave.leave_guidelines
901,hr circular state bonus crediting date,150,leave.leave_guidelines
902,bonus crediting date,150,leave.leave_guidelines
903,contact hr,150,leave.leave_guidelines
904,bonus paid,150,leave.leave_guidelines
905,bonus payout,150,leave.leave_guidelines
906,cannot log vpn due 1bank password expired,150,leave.leave_guidelines
907,request reference letter,150,leave.leave_guidelines
908,need manager approval course 500,150,leave.leave_guidelines
909,claim external course,150,leave.leave_guidelines
910,full login id,150,leave.leave_guidelines
911,record conversation team,150,leave.leave_guidelines
912,add member security group,150,leave.leave_guidelines
913,need payslip personal mail id,150,leave.leave_guidelines
914,exam fee,150,leave.leave_guidelines
915,training fee,150,leave.leave_guidelines
916,apply share,150,leave.leave_guidelines
917,bonus probation,150,leave.leave_guidelines
918,bonus probation,150,leave.leave_guidelines
919,ordo contribution,150,leave.leave_guidelines
920,voluntary contribution,150,leave.leave_guidelines
921,mc,150,leave.leave_guidelines
922,dividend paid,150,leave.leave_guidelines
923,stop share,150,leave.leave_guidelines
924,get remaining personal loan period,150,leave.leave_guidelines
925,getting increment 2021,150,leave.leave_guidelines
926,contact hk hr,150,leave.leave_guidelines
927,db personal loan,150,leave.leave_guidelines
928,v circular,150,leave.leave_guidelines
929,bonus date,150,leave.leave_guidelines
930,employee life cycle,150,leave.leave_guidelines
931,determine staff last date service upon resignation,150,leave.leave_guidelines
932,manager reject resignation,150,leave.leave_guidelines
933,manager accept resignation,150,leave.leave_guidelines
934,special award,150,leave.leave_guidelines
935,get bonus letter,150,leave.leave_guidelines
936,leaveapplyleave compassionate leave,150,leave.leave_guidelines
937,compassionate leaf,150,leave.leave_guidelines
938,thats okay,150,leave.leave_guidelines
939,special share award,150,leave.leave_guidelines
940,create repo,150,leave.leave_guidelines
941,medical cert,150,leave.leave_guidelines
942,process dp entry approval,150,leave.leave_guidelines
943,see sale incentive,150,leave.leave_guidelines
944,use corporate card pay external training,150,leave.leave_guidelines
945,apply lieu,150,leave.leave_guidelines
946,lieu any,150,leave.leave_guidelines
947,alliance messaging hub,150,leave.leave_guidelines
948,bonus crediting,150,leave.leave_guidelines
949,voice,150,leave.leave_guidelines
950,db care promo,150,leave.leave_guidelines
951,view bonus letter,150,leave.leave_guidelines
952,rental reimbursement,150,leave.leave_guidelines
953,waive charge,150,leave.leave_guidelines
954,waive fall fee staff account,150,leave.leave_guidelines
955,it refund,150,leave.leave_guidelines
956,hi may know enroll db share,150,leave.leave_guidelines
957,full sparrow,150,leave.leave_guidelines
958,eo calculation,150,leave.leave_guidelines
959,endash special award,150,leave.leave_guidelines
960,compensation share,150,leave.leave_guidelines
961,peoplehub,150,leave.leave_guidelines
962,see total compensation,150,leave.leave_guidelines
963,expand pride,150,leave.leave_guidelines
964,esa support,150,leave.leave_guidelines
965,share award,150,leave.leave_guidelines
966,need key system,150,leave.leave_guidelines
967,aws access,150,leave.leave_guidelines
968,access learning,150,leave.leave_guidelines
969,db staff union,150,leave.leave_guidelines
970,horizon,150,leave.leave_guidelines
971,reach hr hotline,150,leave.leave_guidelines
972,db people hub,150,leave.leave_guidelines
973,check status housing loan application,150,leave.leave_guidelines
974,hr,150,leave.leave_guidelines
975,put someone recruitment,150,leave.leave_guidelines
976,need payslip,150,leave.leave_guidelines
977,people hub,150,leave.leave_guidelines
978,housing loan department,150,leave.leave_guidelines
979,already approved,150,leave.leave_guidelines
980,update pic profile,150,leave.leave_guidelines
981,notice period,150,leave.leave_guidelines
982,staff car loan,150,leave.leave_guidelines
983,finance fp,150,leave.leave_guidelines
984,db digital tool,150,leave.leave_guidelines
985,oreilly learning platform,150,leave.leave_guidelines
986,car loan interest,150,leave.leave_guidelines
987,claim lieu,150,leave.leave_guidelines
988,health check,150,leave.leave_guidelines
989,tell share,150,leave.leave_guidelines
990,share website,150,leave.leave_guidelines
991,2021 medical leave,150,leave.leave_guidelines
992,purpose personal loan,150,leave.leave_guidelines
993,investment proof,150,leave.leave_guidelines
994,staff personal loan calculator,150,leave.leave_guidelines
995,dividend,150,leave.leave_guidelines
996,staff home loan rate,150,leave.leave_guidelines
997,chinese new year,150,leave.leave_guidelines
998,hr manager,150,leave.leave_guidelines
999,mobile set,150,leave.leave_guidelines
1000,license assigned,150,leave.leave_guidelines
1001,get payslip,150,leave.leave_guidelines
1002,meet people office,150,leave.leave_guidelines
1003,compensation cooled basis,150,leave.leave_guidelines
1004,everyone get bonus,150,leave.leave_guidelines
1005,pc hang,150,leave.leave_guidelines
1006,unable login share div,150,leave.leave_guidelines
1007,find ir8a form,150,leave.leave_guidelines
1008,delegation authority,150,leave.leave_guidelines
1009,approving authority,150,leave.leave_guidelines
1010,intranet photo,150,leave.leave_guidelines
1011,db share testing date,150,leave.leave_guidelines
1012,share bonus,150,leave.leave_guidelines
1013,testing date,150,leave.leave_guidelines
1014,buying share,150,leave.leave_guidelines
1015,change profile photo,150,leave.leave_guidelines
1016,inter mobility,150,leave.leave_guidelines
1017,find staff update,150,leave.leave_guidelines
1018,hiring process,150,leave.leave_guidelines
1019,get bonus,150,leave.leave_guidelines
1020,hr manager,150,leave.leave_guidelines
1021,bonus letter,150,leave.leave_guidelines
1022,bcp guideline,150,leave.leave_guidelines
1023,check payslip,150,leave.leave_guidelines
1024,learning resource,150,leave.leave_guidelines
1025,dah letterbox,150,leave.leave_guidelines
1026,bonus paid,150,leave.leave_guidelines
1027,newborn gift,150,leave.leave_guidelines
1028,share release date,150,leave.leave_guidelines
1029,employee income tax,150,leave.leave_guidelines
1030,offinlieu chinese new year,150,leave.leave_guidelines
1031,past year compensation letter,150,leave.leave_guidelines
1032,examinationexpenses claim,150,leave.leave_guidelines
1033,db share,150,leave.leave_guidelines
1034,apply day inline,150,leave.leave_guidelines
1035,staff hometown,150,leave.leave_guidelines
1036,claim membership,150,leave.leave_guidelines
1037,hr relationship manager,150,leave.leave_guidelines
1038,eligible share,150,leave.leave_guidelines
1039,need know bor transition,150,leave.leave_guidelines
1040,want ask hr current role,150,leave.leave_guidelines
1041,email keep asking credential,150,leave.leave_guidelines
1042,website say promotion period ended,150,leave.leave_guidelines
1043,cant register,150,leave.leave_guidelines
1044,extra 1 deposit promotion ended,150,leave.leave_guidelines
1045,db share special award,150,leave.leave_guidelines
1046,hr share question,150,leave.leave_guidelines
1047,hr email,150,leave.leave_guidelines
1048,cannot access share portal,150,leave.leave_guidelines
1049,share work,150,leave.leave_guidelines
1050,many day leave left,150,leave.leave_guidelines
1051,lieu any,150,leave.leave_guidelines
1052,celebration claim,150,leave.leave_guidelines
1053,birthday celebration claim,150,leave.leave_guidelines
1054,birthday celebration,150,leave.leave_guidelines
1055,register device two step verification enroll share,150,leave.leave_guidelines
1056,want enroll share,150,leave.leave_guidelines
1057,share enrollment,150,leave.leave_guidelines
1058,limit lta,150,leave.leave_guidelines
1059,response ask hr,150,leave.leave_guidelines
1060,want apply dependent pas new born baby,150,leave.leave_guidelines
1061,two onebankid profile,150,leave.leave_guidelines
1062,invested share,150,leave.leave_guidelines
1063,special share,150,leave.leave_guidelines
1064,tax return,150,leave.leave_guidelines
1065,db share,150,leave.leave_guidelines
1066,senior officer,150,leave.leave_guidelines
1067,view comp,150,leave.leave_guidelines
1068,alert erroneous reminder,150,leave.leave_guidelines
1069,es portal,150,leave.leave_guidelines
1070,apply share,150,leave.leave_guidelines
1071,hello need take mc,150,leave.leave_guidelines
1072,db staff promo,150,leave.leave_guidelines
1073,update profile photo,150,leave.leave_guidelines
1074,outlook access,150,leave.leave_guidelines
1075,apply principal approval,150,leave.leave_guidelines
1076,claim exam fee,150,leave.leave_guidelines
1077,cancel share,150,leave.leave_guidelines
1078,offinlieu,150,leave.leave_guidelines
1079,staff privilege question,150,leave.leave_guidelines
1080,15feb2021 public holiday,150,leave.leave_guidelines
1081,tax efficiency rental scheme application,150,leave.leave_guidelines
1082,document required rental reimbursement,150,leave.leave_guidelines
1083,apply rental reimbursement scheme,150,leave.leave_guidelines
1084,rental reimbursement,150,leave.leave_guidelines
1085,rental reimbursement,150,leave.leave_guidelines
1086,download payslip,150,leave.leave_guidelines
1087,exam claim,150,leave.leave_guidelines
1088,testing share,150,leave.leave_guidelines
1089,many month notice period,150,leave.leave_guidelines
1090,many day notice period need served,150,leave.leave_guidelines
1091,whats notice period db,150,leave.leave_guidelines
1092,retrieve ir8a letter,150,leave.leave_guidelines
1093,dinner claim,150,leave.leave_guidelines
1094,happy chinese new year,150,leave.leave_guidelines
1095,hi would like modify reporting structure,150,leave.leave_guidelines
1096,mortgage loan,150,leave.leave_guidelines
1097,staff need pay cheque book account salary crediting account,150,leave.leave_guidelines
1098,apply staff car loan,150,leave.leave_guidelines
1099,staff trading benefit,150,leave.leave_guidelines
1100,lta claim,150,leave.leave_guidelines
1101,need raise ticket manager,150,leave.leave_guidelines
1102,bonus remuneration,150,leave.leave_guidelines
1103,bonus renuneraions,150,leave.leave_guidelines
1104,bonus special award,150,leave.leave_guidelines
1105,special award bonus,150,leave.leave_guidelines
1106,given special award,150,leave.leave_guidelines
1107,raised request approved already,150,leave.leave_guidelines
1108,db share policy,150,leave.leave_guidelines
1109,check old compensation letter,150,leave.leave_guidelines
1110,15 feb holiday,150,leave.leave_guidelines
1111,employee car loan,150,leave.leave_guidelines
1112,see compensation structure,150,leave.leave_guidelines
1113,resubmit investment proof window open,150,leave.leave_guidelines
1114,people finder,150,leave.leave_guidelines
1115,income tax statement report generated,150,leave.leave_guidelines
1116,content management system,150,leave.leave_guidelines
1117,early layout option,150,leave.leave_guidelines
1118,advance salary option db,150,leave.leave_guidelines
1119,maternity leave day,150,leave.leave_guidelines
1120,e gift,150,leave.leave_guidelines
1121,eve,150,leave.leave_guidelines
1122,find position bank,150,leave.leave_guidelines
1123,apply lieu,150,leave.leave_guidelines
1124,see previous compensation letter,150,leave.leave_guidelines
1125,find compensation letter team,150,leave.leave_guidelines
1126,granted share,150,leave.leave_guidelines
1127,bonus slip,150,leave.leave_guidelines
1128,check bonus,150,leave.leave_guidelines
1129,need generate payslip,150,leave.leave_guidelines
1130,client greeting,150,leave.leave_guidelines
1131,bonus communicated,150,leave.leave_guidelines
1132,bonus notification,150,leave.leave_guidelines
1133,check salary detail,150,leave.leave_guidelines
1134,singapore db holiday,150,leave.leave_guidelines
1135,see salary breakdown,150,leave.leave_guidelines
1136,send comp letter employee,150,leave.leave_guidelines
1137,v,150,leave.leave_guidelines
1138,bonus ot2 performance,150,leave.leave_guidelines
1139,pay slip,150,leave.leave_guidelines
1140,full final settlement,150,leave.leave_guidelines
1141,hi access comp producing letter team,150,leave.leave_guidelines
1142,public holiday timing,150,leave.leave_guidelines
1143,health certificate,150,leave.leave_guidelines
1144,health declaration certificate,150,leave.leave_guidelines
1145,health declaration,150,leave.leave_guidelines
1146,chinese new year eve,150,leave.leave_guidelines
1147,2018 letter,150,leave.leave_guidelines
1148,old compensation letter,150,leave.leave_guidelines
1149,2019 compensation letter,150,leave.leave_guidelines
1150,hi time earliest today,150,leave.leave_guidelines
1151,get payslip,150,leave.leave_guidelines
1152,find compensation letter,150,leave.leave_guidelines
1153,able login db learning hub db credential,150,leave.leave_guidelines
1154,employee benefit link broken,150,leave.leave_guidelines
1155,determine testing date,150,leave.leave_guidelines
1156,share compensation,150,leave.leave_guidelines
1157,hr news,150,leave.leave_guidelines
1158,red stand,150,leave.leave_guidelines
1159,go organization,150,leave.leave_guidelines
1160,early release today,150,leave.leave_guidelines
1161,2018 compensation statement,150,leave.leave_guidelines
1162,2019 compensation statement,150,leave.leave_guidelines
1163,new year eve,150,leave.leave_guidelines
1164,festival early takeoff,150,leave.leave_guidelines
1165,early release any,150,leave.leave_guidelines
1166,computershare,150,leave.leave_guidelines
1167,application rental reimbursement,150,leave.leave_guidelines
1168,annual leave offset notice period,150,leave.leave_guidelines
1169,receive wet award amount given,150,leave.leave_guidelines
1170,endash wet,150,leave.leave_guidelines
1171,install vision plus new laptop,150,leave.leave_guidelines
1172,annual bonus letter,150,leave.leave_guidelines
1173,serving notice,150,leave.leave_guidelines
1174,compensation letter,150,leave.leave_guidelines
1175,share testing period,150,leave.leave_guidelines
1176,share testing,150,leave.leave_guidelines
1177,preferential staff interest rate payroll ac,150,leave.leave_guidelines
1178,check pay,150,leave.leave_guidelines
1179,db hip management,150,leave.leave_guidelines
1180,preferential interest rate salary crediting ac,150,leave.leave_guidelines
1181,preferential interest rate payroll ac,150,leave.leave_guidelines
1182,staff interest rate salary ac,150,leave.leave_guidelines
1183,half day,150,leave.leave_guidelines
1184,half day eve chinese new year,150,leave.leave_guidelines
1185,half day today,150,leave.leave_guidelines
1186,lunar new year eve,150,leave.leave_guidelines
1187,share award policy,150,leave.leave_guidelines
1188,candidate referral,150,leave.leave_guidelines
1189,access aware horizon,150,leave.leave_guidelines
1190,monday public holiday,150,leave.leave_guidelines
1191,considered block leave,150,leave.leave_guidelines
1192,compensation portal,150,leave.leave_guidelines
1193,db lettered,150,leave.leave_guidelines
1194,change cf contribution amount,150,leave.leave_guidelines
1195,early release today,150,leave.leave_guidelines
1196,link tell push,150,leave.leave_guidelines
1197,declaration,150,leave.leave_guidelines
1198,need assistance,150,leave.leave_guidelines
1199,update staff home address,150,leave.leave_guidelines
1200,edit application name,150,leave.leave_guidelines
1201,digital signature,150,leave.leave_guidelines
1202,compensation letter 2018,150,leave.leave_guidelines
1203,bonus statement,150,leave.leave_guidelines
1204,2019 payslip,150,leave.leave_guidelines
1205,office lock certain timing,150,leave.leave_guidelines
1206,dac open 24 hour,150,leave.leave_guidelines
1207,repay loan instruction,150,leave.leave_guidelines
1208,loan settlement,150,leave.leave_guidelines
1209,annual increment,150,leave.leave_guidelines
1210,settle house loan full amount,150,leave.leave_guidelines
1211,any eve working hour,150,leave.leave_guidelines
1212,share award,150,leave.leave_guidelines
1213,db home page,150,leave.leave_guidelines
1214,lettered,150,leave.leave_guidelines
1215,bonus 2020 expected,150,leave.leave_guidelines
1216,someone told go novo interest group,150,leave.leave_guidelines
1217,bonus calculated,150,leave.leave_guidelines
1218,return staff pas,150,leave.leave_guidelines
1219,any working hour,150,leave.leave_guidelines
1220,release direct report compensation letter,150,leave.leave_guidelines
1221,link decline,150,leave.leave_guidelines
1222,staff apply half day leave eve new year,150,leave.leave_guidelines
1223,any eve leave,150,leave.leave_guidelines
1224,find pay detail people hub,150,leave.leave_guidelines
1225,staff mortgage loan document,150,leave.leave_guidelines
1226,find payslip,150,leave.leave_guidelines
1227,chinese new year half day,150,leave.leave_guidelines
1228,see team compensation,150,leave.leave_guidelines
1229,check bonus,150,leave.leave_guidelines
1230,letter manager,150,leave.leave_guidelines
1231,compensation communication,150,leave.leave_guidelines
1232,letter,150,leave.leave_guidelines
1233,benchmark,150,leave.leave_guidelines
1234,upload mc,150,leave.leave_guidelines
1235,user report nice application,150,leave.leave_guidelines
1236,user report nice,150,leave.leave_guidelines
1237,bonus letter distributed,150,leave.leave_guidelines
1238,staff pa,150,leave.leave_guidelines
1239,digital tool portal,150,leave.leave_guidelines
1240,team total compensation,150,leave.leave_guidelines
1241,dress code staff,150,leave.leave_guidelines
1242,see promotion letter meant direct report,150,leave.leave_guidelines
1243,team bonus letter,150,leave.leave_guidelines
1244,team compensation letter,150,leave.leave_guidelines
1245,team compensation letter,150,leave.leave_guidelines
1246,comp system,150,leave.leave_guidelines
1247,leave forward,150,leave.leave_guidelines
1248,view comp letter,150,leave.leave_guidelines
1249,expect compensation letter communication start,150,leave.leave_guidelines
1250,db share,150,leave.leave_guidelines
1251,letter,150,leave.leave_guidelines
1252,find pay increase letter,150,leave.leave_guidelines
1253,gift policy staff,150,leave.leave_guidelines
1254,cca,150,leave.leave_guidelines
1255,check hospitalization leave,150,leave.leave_guidelines
1256,singapore public holiday,150,leave.leave_guidelines
1257,any eve,150,leave.leave_guidelines
1258,need start sshagent,150,leave.leave_guidelines
1259,update pf,150,leave.leave_guidelines
1260,approve outsourcing,150,leave.leave_guidelines
1261,set alert new hr circular,150,leave.leave_guidelines
1262,subscribe hr circular,150,leave.leave_guidelines
1263,variable wage supplement v service increment,150,leave.leave_guidelines
1264,need tax forecast statement feb,150,leave.leave_guidelines
1265,year end review compensation report,150,leave.leave_guidelines
1266,check payslip,150,leave.leave_guidelines
1267,hi general guideline chinese new year eve 2021,150,leave.leave_guidelines
1268,give referral,150,leave.leave_guidelines
1269,notice period buy,150,leave.leave_guidelines
1270,employee referral scheme,150,leave.leave_guidelines
1271,change cf contribution rate,150,leave.leave_guidelines
1272,delegation authority,150,leave.leave_guidelines
1273,lieu leader,150,leave.leave_guidelines
1274,half day chinese new year,150,leave.leave_guidelines
1275,digital signing policy,150,leave.leave_guidelines
1276,saga cloud login issue,150,leave.leave_guidelines
1277,lieu chinese new year,150,leave.leave_guidelines
1278,bonus eligibility,150,leave.leave_guidelines
1279,voice ki,150,leave.leave_guidelines
1280,go early chinese new year eve,150,leave.leave_guidelines
1281,new joined get bonus,150,leave.leave_guidelines
1282,notice period probation,150,leave.leave_guidelines
1283,public holiday sunday,150,leave.leave_guidelines
1284,know find db future tech academy,150,leave.leave_guidelines
1285,db future tech academy,150,leave.leave_guidelines
1286,15 feb holiday,150,leave.leave_guidelines
1287,ordo,150,leave.leave_guidelines
1288,official announcement,150,leave.leave_guidelines
1289,external appointment,150,leave.leave_guidelines
1290,chinese new year time,150,leave.leave_guidelines
1291,get approval pip,150,leave.leave_guidelines
1292,gift policy,150,leave.leave_guidelines
1293,send gift,150,leave.leave_guidelines
1294,staff union,150,leave.leave_guidelines
1295,finance,150,leave.leave_guidelines
1296,wellness basket sick family,150,leave.leave_guidelines
1297,limit tree,150,leave.leave_guidelines
1298,circular,150,leave.leave_guidelines
1299,receive gift vendor,150,leave.leave_guidelines
1300,any early dismiss,150,leave.leave_guidelines
1301,manager compensation letter,150,leave.leave_guidelines
1302,release compensation letter,150,leave.leave_guidelines
1303,db joining date,150,leave.leave_guidelines
1304,bonus payout guideline,150,leave.leave_guidelines
1305,housing loan rate,150,leave.leave_guidelines
1306,print reference letter,150,leave.leave_guidelines
1307,public holiday,150,leave.leave_guidelines
1308,dare share,150,leave.leave_guidelines
1309,dare share mean,150,leave.leave_guidelines
1310,unable access apps,150,leave.leave_guidelines
1311,15 feb public holiday,150,leave.leave_guidelines
1312,notice,150,leave.leave_guidelines
1313,15 feb public holiday,150,leave.leave_guidelines
1314,public holiday,150,leave.leave_guidelines
1315,hr start,150,leave.leave_guidelines
1316,dep request tool used,150,leave.leave_guidelines
1317,submit sick leave certificate,150,leave.leave_guidelines
1318,submit mc,150,leave.leave_guidelines
1319,lost staff pas,150,leave.leave_guidelines
1320,job apps letter,150,leave.leave_guidelines
1321,pls share employment contract,150,leave.leave_guidelines
1322,job appointment letter,150,leave.leave_guidelines
1323,letter offer,150,leave.leave_guidelines
1324,db academy,150,leave.leave_guidelines
1325,any eve holiday,150,leave.leave_guidelines
1326,internal fund transfer,150,leave.leave_guidelines
1327,exchange rate any usd,150,leave.leave_guidelines
1328,staff privilege,150,leave.leave_guidelines
1329,early closure branch any eve,150,leave.leave_guidelines
1330,bonus letter,150,leave.leave_guidelines
1331,total compensation philosophy,150,leave.leave_guidelines
1332,hi oabot need help cannot access finale at environment,150,leave.leave_guidelines
1333,np contribution,150,leave.leave_guidelines
1334,last day submit lta claim,150,leave.leave_guidelines
1335,total compensation,150,leave.leave_guidelines
1336,year edn review,150,leave.leave_guidelines
1337,payroll slip,150,leave.leave_guidelines
1338,transport allowance,150,leave.leave_guidelines
1339,receive bonus,150,leave.leave_guidelines
1340,hi see gift per tax form,150,leave.leave_guidelines
1341,db open date,150,leave.leave_guidelines
1342,start outsourcing,150,leave.leave_guidelines
1343,start outsourcing,150,leave.leave_guidelines
1344,u eat lunch,150,leave.leave_guidelines
1345,confirm taken block leave,150,leave.leave_guidelines
1346,mobility suite,150,leave.leave_guidelines
1347,unable log update mobile number dob,150,leave.leave_guidelines
1348,bonus new employee,150,leave.leave_guidelines
1349,receive bonus,150,leave.leave_guidelines
1350,probation period duration,150,leave.leave_guidelines
1351,could get paysilp,150,leave.leave_guidelines
1352,probation period,150,leave.leave_guidelines
1353,probation period amp,150,leave.leave_guidelines
1354,confirmation period amp,150,leave.leave_guidelines
1355,birthday,150,leave.leave_guidelines
1356,bonus announcement day,150,leave.leave_guidelines
1357,change photo,150,leave.leave_guidelines
1358,lunar new year lieu,150,leave.leave_guidelines
1359,ease hotline,150,leave.leave_guidelines
1360,see holiday list,150,leave.leave_guidelines
1361,lieu ph,150,leave.leave_guidelines
1362,spec letter,150,leave.leave_guidelines
1363,change display name team,150,leave.leave_guidelines
1364,stop share,150,leave.leave_guidelines
1365,exit form,150,leave.leave_guidelines
1366,payslip request,150,leave.leave_guidelines
1367,terminate office access card,150,leave.leave_guidelines
1368,form staff fd rate,150,leave.leave_guidelines
1369,hi hr,150,leave.leave_guidelines
1370,terminate access,150,leave.leave_guidelines
1371,still pay so transition allowance year 2021,150,leave.leave_guidelines
1372,it expiry,150,leave.leave_guidelines
1373,close account effected giro,150,leave.leave_guidelines
1374,staff card,150,leave.leave_guidelines
1375,update skill people hub instead,150,leave.leave_guidelines
1376,letter singapore citizenship application,150,leave.leave_guidelines
1377,transition allowance,150,leave.leave_guidelines
1378,access monthly salary statement,150,leave.leave_guidelines
1379,sm,150,leave.leave_guidelines
1380,use n leave block leave,150,leave.leave_guidelines
1381,bonus,150,leave.leave_guidelines
1382,contact number ask hr,150,leave.leave_guidelines
1383,hr helpless,150,leave.leave_guidelines
1384,access card control,150,leave.leave_guidelines
1385,staff privilege,150,leave.leave_guidelines
1386,need tag salary crediting account staff account,150,leave.leave_guidelines
1387,ir8a,150,leave.leave_guidelines
1388,currently salary crediting account tagged staff account need tag staff account automatically tagged,150,leave.leave_guidelines
1389,lifting policy,150,leave.leave_guidelines
1390,corporate gift policy,150,leave.leave_guidelines
1391,payslip,150,leave.leave_guidelines
1392,meaning half day,150,leave.leave_guidelines
1393,half day leave,150,leave.leave_guidelines
1394,chinese new year early release,150,leave.leave_guidelines
1395,chinese new year work hour,150,leave.leave_guidelines
1396,performance letter,150,leave.leave_guidelines
1397,yer schedule,150,leave.leave_guidelines
1398,compensation philosophy,150,leave.leave_guidelines
1399,db stock,150,leave.leave_guidelines
1400,long probation period,150,leave.leave_guidelines
1401,red,150,leave.leave_guidelines
1402,would like know share,150,leave.leave_guidelines
1403,many year keep share get matching share,150,leave.leave_guidelines
1404,software development life cycle,150,leave.leave_guidelines
1405,staff entitlement,150,leave.leave_guidelines
1406,apply share,150,leave.leave_guidelines
1407,hi close multicurrency account,150,leave.leave_guidelines
1408,application lieu,150,leave.leave_guidelines
1409,if exam,150,leave.leave_guidelines
1410,want claim exam fee,150,leave.leave_guidelines
1411,hr rm,150,leave.leave_guidelines
1412,staff fd rate,150,leave.leave_guidelines
1413,find offer letter,150,leave.leave_guidelines
1414,health code,150,leave.leave_guidelines
1415,public holiday lieu,150,leave.leave_guidelines
1416,bank privilege,150,leave.leave_guidelines
1417,unpaid leave,150,leave.leave_guidelines
1418,pd,150,leave.leave_guidelines
1419,know much share currently,150,leave.leave_guidelines
1420,pd salary update,150,leave.leave_guidelines
1421,corp phone line,150,leave.leave_guidelines
1422,hi asked singapore,150,leave.leave_guidelines
1423,check corp phone line contract,150,leave.leave_guidelines
1424,bonus,150,leave.leave_guidelines
1425,retrieve payslip,150,leave.leave_guidelines
1426,may day annual leaf 2020 carry forward,150,leave.leave_guidelines
1427,able access sre portal,150,leave.leave_guidelines
1428,many day leave endash,150,leave.leave_guidelines
1429,approval,150,leave.leave_guidelines
1430,video editing,150,leave.leave_guidelines
1431,any half day,150,leave.leave_guidelines
1432,proposed termination date,150,leave.leave_guidelines
1433,half day,150,leave.leave_guidelines
1434,flower arrangement,150,leave.leave_guidelines
1435,2020 year end,150,leave.leave_guidelines
1436,talk u,150,leave.leave_guidelines
1437,staff policy,150,leave.leave_guidelines
1438,staff gift policy,150,leave.leave_guidelines
1439,hiring,150,leave.leave_guidelines
1440,take annual leave,150,leave.leave_guidelines
1441,rental reimbursement program,150,leave.leave_guidelines
1442,tell share,150,leave.leave_guidelines
1443,frequently asked question share,150,leave.leave_guidelines
1444,guide performance disciplinary framework,150,leave.leave_guidelines
1445,staff early release,150,leave.leave_guidelines
1446,see payslip,150,leave.leave_guidelines
1447,saga access,150,leave.leave_guidelines
1448,public holiday singapore,150,leave.leave_guidelines
1449,haha developed,150,leave.leave_guidelines
1450,db dividend,150,leave.leave_guidelines
1451,whats new compassionate leave,150,leave.leave_guidelines
1452,performance disciplinary framework,150,leave.leave_guidelines
1453,public holiday eve,150,leave.leave_guidelines
1454,goal,150,leave.leave_guidelines
1455,public holiday 2021,150,leave.leave_guidelines
1456,want salary slip,150,leave.leave_guidelines
1457,deepavali leave,150,leave.leave_guidelines
1458,wreath claim,150,leave.leave_guidelines
1459,payslip,150,leave.leave_guidelines
1460,compensation philosophy,150,leave.leave_guidelines
1461,yearly bonus letter,150,leave.leave_guidelines
1462,half day 34 work day 11 feb,150,leave.leave_guidelines
1463,entitled compassionate leave grandfather,150,leave.leave_guidelines
1464,many day compassionate day staff entitled,150,leave.leave_guidelines
1465,get compensation letter,150,leave.leave_guidelines
1466,so transition allowance end,150,leave.leave_guidelines
1467,unable login site,150,leave.leave_guidelines
1468,wreath arrangement,150,leave.leave_guidelines
1469,bonus,150,leave.leave_guidelines
1470,saga cloud able login,150,leave.leave_guidelines
1471,working hour eve chinese new year,150,leave.leave_guidelines
1472,working hour eve any,150,leave.leave_guidelines
1473,traditional chinese medical claim,150,leave.leave_guidelines
1474,so share,150,leave.leave_guidelines
1475,hr matter,150,leave.leave_guidelines
1476,lim pin contact,150,leave.leave_guidelines
1477,breastfeeding room,150,leave.leave_guidelines
1478,many day block leave,150,leave.leave_guidelines
1479,covid coverage,150,leave.leave_guidelines
1480,go sabbatical,150,leave.leave_guidelines
1481,reward philosophy,150,leave.leave_guidelines
1482,apply share,150,leave.leave_guidelines
1483,receive medical claim,150,leave.leave_guidelines
1484,dividend share plan paid month,150,leave.leave_guidelines
1485,share exercise every month,150,leave.leave_guidelines
1486,share scheme,150,leave.leave_guidelines
1487,check pay slip,150,leave.leave_guidelines
1488,preferential rate db loan,150,leave.leave_guidelines
1489,hi need assistance,150,leave.leave_guidelines
1490,share change contribution amount,150,leave.leave_guidelines
1491,cancel maternity leave,150,leave.leave_guidelines
1492,thx ill try later,150,leave.leave_guidelines
1493,active db apps new iphone,150,leave.leave_guidelines
1494,check share holding,150,leave.leave_guidelines
1495,need salary slip,150,leave.leave_guidelines
1496,house loan,150,leave.leave_guidelines
1497,january 2021 payslip,150,leave.leave_guidelines
1498,approve leave manager leave,150,leave.leave_guidelines
1499,get dividend matching share,150,leave.leave_guidelines
1500,staff car loan interest rate,150,leave.leave_guidelines
1501,payslip download,150,leave.leave_guidelines
1502,download payslip,150,leave.leave_guidelines
1503,early salary,150,leave.leave_guidelines
1504,nursing room bfc,150,leave.leave_guidelines
1505,fy2020 variable wage supplement v,150,leave.leave_guidelines
1506,unable access team mobile,150,leave.leave_guidelines
1507,view employment contract,150,leave.leave_guidelines
1508,hotel booking staff,150,leave.leave_guidelines
1509,staff discount hotel booking,150,leave.leave_guidelines
1510,db staff resort,150,leave.leave_guidelines
1511,staff car loan coe car,150,leave.leave_guidelines
1512,year end review guideline,150,leave.leave_guidelines
1513,performance rating level,150,leave.leave_guidelines
